# index, name, _pos
1239,1285,"array([6.95416989, 2.02639343])"
1240,1287,"array([6.92981264, 2.009009  ])"
1241,1131,"array([6.91524083, 2.05763178])"
1242,1288,"array([6.97309718, 2.04982782])"
1243,1289,"array([6.9454311 , 2.06442128])"
1244,1290,"array([6.95111029, 2.04986445])"
1245,1291,"array([6.91931508, 2.05747752])"
1246,1267,"array([6.95419803, 2.0652017 ])"
1247,1292,"array([6.94745748, 2.05055893])"
1248,1293,"array([6.93160831, 2.06273336])"
1249,1294,"array([6.98916166, 2.05220074])"
1250,1295,"array([6.9529575 , 2.06966981])"
1251,1296,"array([6.94374938, 2.0371337 ])"
1252,1297,"array([6.93992309, 2.02686475])"
1253,1298,"array([6.9493917 , 2.03629332])"
1254,1299,"array([6.96271242, 2.05446095])"
1255,1300,"array([6.95987704, 2.04192672])"
1256,1301,"array([6.93479732, 2.05817875])"
1257,1302,"array([6.95305661, 2.04851311])"
1258,1304,"array([6.94328019, 2.02770243])"
1259,1305,"array([6.98223449, 2.05732816])"
1260,1306,"array([6.87315362, 2.05874827])"
1261,1307,"array([6.93407116, 2.03550692])"
1262,1308,"array([6.94681981, 2.04237479])"
1263,1309,"array([6.95707951, 2.04046403])"
1264,1310,"array([6.95231304, 2.05351291])"
1265,1311,"array([6.95481655, 2.04032121])"
1266,1312,"array([6.96171454, 2.04273233])"
1267,1286,"array([6.95090031, 2.05763291])"
1268,1303,"array([6.9532552 , 2.04464695])"
1269,1313,"array([6.91565974, 2.03945257])"
1270,1314,"array([6.9941556 , 2.05846737])"
1271,1315,"array([6.94988995, 2.04614255])"
1272,1316,"array([6.95031024, 2.06924201])"
1273,1317,"array([6.94800001, 2.0598077 ])"
1274,1318,"array([6.94502928, 2.07278747])"
1275,1319,"array([6.94662826, 2.05135685])"
1276,1320,"array([6.94446417, 2.02864585])"
1277,1321,"array([6.95056738, 2.03973256])"
1278,1322,"array([6.95242924, 2.05116592])"
1279,1323,"array([6.95400005, 2.02220331])"
1280,1324,"array([6.91801766, 2.07725442])"
1281,1325,"array([6.95336788, 2.04231008])"
1282,1326,"array([6.928938  , 2.01291116])"
1283,1328,"array([6.96070261, 2.05259873])"
1284,1329,"array([6.94400528, 2.01344862])"
1285,1327,"array([6.94468127, 2.0318923 ])"
1286,1330,"array([6.95228879, 2.0243793 ])"
1287,1331,"array([6.94770535, 2.06421766])"
1288,1332,"array([6.95195019, 2.05010863])"
1289,1333,"array([6.94987006, 2.02252309])"
1290,1115,"array([6.95114035, 2.04460878])"
1291,1335,"array([6.91871138, 2.03936269])"
1292,1336,"array([6.96366324, 2.03314884])"
1293,1337,"array([6.96774961, 2.05280384])"
1294,1334,"array([6.949848  , 2.07223214])"
1295,1338,"array([6.96114092, 2.05379877])"
1296,1340,"array([6.93150211, 2.03369629])"
1297,1341,"array([6.99175715, 2.03382572])"
1298,1342,"array([6.95259774, 2.04928332])"
1299,1343,"array([6.90831327, 2.04364577])"
1300,1344,"array([6.9652548 , 2.03550614])"
1301,1345,"array([6.95869246, 2.04624406])"
1302,1346,"array([6.95139009, 2.03330478])"
1303,1347,"array([6.96315095, 2.05170738])"
1304,1348,"array([6.95088896, 2.05868483])"
1305,1349,"array([6.98131352, 2.03017179])"
1306,1350,"array([6.97172653, 2.02674486])"
1307,1351,"array([6.93882341, 2.03366748])"
1308,1352,"array([6.9583026 , 2.06484797])"
1309,1353,"array([6.95364939, 2.05184722])"
1310,1354,"array([6.96488382, 2.03866126])"
1311,1355,"array([6.98983343, 2.02012532])"
1312,1356,"array([6.97510313, 2.04986825])"
1313,1357,"array([6.95400479, 2.05618156])"
1314,1358,"array([6.92967318, 2.03834979])"
1315,1359,"array([6.92629645, 2.03635338])"
1316,1360,"array([6.96082632, 2.0333921 ])"
1317,1361,"array([6.99195396, 2.07804263])"
1318,1362,"array([6.96928311, 2.04951781])"
1319,1363,"array([6.94962398, 2.06715933])"
1320,1364,"array([6.92468662, 2.07174257])"
1321,1365,"array([6.97311866, 2.02774693])"
1322,1366,"array([6.94963639, 2.0604043 ])"
1323,1367,"array([6.93055404, 2.04162913])"
1324,1368,"array([6.93782463, 2.0528105 ])"
1325,1369,"array([6.95076477, 2.05198491])"
1326,1370,"array([6.95480099, 2.05130011])"
1327,1371,"array([6.95515241, 2.02740394])"
1328,1372,"array([6.91790646, 2.05945816])"
1329,1373,"array([6.94917409, 2.02374505])"
1330,1374,"array([6.90244316, 2.03979966])"
1331,1377,"array([6.95267778, 2.03804608])"
1332,1378,"array([6.95832652, 2.0200385 ])"
1333,1379,"array([6.95245106, 2.04215155])"
1334,1380,"array([6.96769425, 2.03005694])"
1335,1381,"array([6.92320355, 2.04021195])"
1336,1382,"array([6.98689443, 2.07101358])"
1337,1383,"array([6.94897227, 2.05968434])"
1338,1384,"array([6.94859725, 2.05634391])"
1339,1385,"array([6.95109604, 2.04224037])"
1340,1387,"array([6.95740461, 2.015041  ])"
1341,1388,"array([6.95682395, 2.0193846 ])"
1342,1390,"array([6.95510272, 2.01923558])"
1343,1391,"array([6.94819371, 2.04353898])"
1344,1393,"array([6.96398998, 2.05250634])"
1345,1392,"array([6.9558186 , 2.04295979])"
1346,1394,"array([6.95678113, 2.07340804])"
1347,1395,"array([6.93877129, 2.0176738 ])"
1348,1397,"array([6.96869098, 2.05315051])"
1349,1399,"array([6.94991853, 2.03023548])"
1350,1396,"array([6.9488542 , 2.06299958])"
1351,1389,"array([6.95638417, 2.06205627])"
1352,1400,"array([6.94802159, 2.06675486])"
1353,1401,"array([6.93505533, 2.05078856])"
1354,1402,"array([6.95025348, 2.05018742])"
1355,1403,"array([6.95506914, 2.07754164])"
1356,1375,"array([6.95061511, 2.06735222])"
1357,1404,"array([6.9450988 , 2.05558386])"
1358,1405,"array([6.98745378, 2.0721917 ])"
1359,1406,"array([6.96540763, 2.05095961])"
1360,1407,"array([6.96828789, 2.02732148])"
1361,1408,"array([6.92357486, 2.03899899])"
1362,1409,"array([6.96068775, 2.0317437 ])"
1363,1410,"array([6.9697641 , 2.02602106])"
1364,1411,"array([6.94225419, 2.03322424])"
1365,1412,"array([6.95007732, 2.07052392])"
1366,1413,"array([6.9554382 , 2.05040908])"
1367,1414,"array([6.99815011, 2.06137055])"
1368,1415,"array([6.9374706 , 2.04701889])"
1369,1376,"array([6.9484746 , 2.05720059])"
1370,1416,"array([6.93967003, 2.03441348])"
1371,1417,"array([6.96514479, 2.05330621])"
1372,1418,"array([6.92143919, 2.03719709])"
1373,1419,"array([6.97032514, 2.05661173])"
1374,1420,"array([6.96983095, 2.03062701])"
1375,1421,"array([6.96404358, 2.04638617])"
1376,1422,"array([6.93572632, 2.05826292])"
1377,1423,"array([6.94177567, 2.03427369])"
1378,1424,"array([6.95705118, 2.03840531])"
1379,1425,"array([6.96894442, 2.02890336])"
1380,1426,"array([6.96603595, 2.0526735 ])"
1381,1427,"array([6.98188924, 2.01024689])"
1382,1428,"array([6.91720575, 2.0421477 ])"
1383,1429,"array([6.93763405, 2.03446749])"
1384,1430,"array([6.94323045, 2.0325702 ])"
1385,1431,"array([6.94981314, 2.04061107])"
1386,1432,"array([6.99330968, 2.06628742])"
1387,1433,"array([7.0090759, 2.0649049])"
1388,1434,"array([6.99112199, 2.07154526])"
1389,1435,"array([6.90367707, 2.03788737])"
1390,1436,"array([6.94725859, 2.05224385])"
1391,1439,"array([6.96050242, 2.06543788])"
1392,1440,"array([6.99431838, 2.0527692 ])"
1393,1441,"array([6.98022866, 2.05361942])"
1394,1442,"array([6.95675703, 2.035811  ])"
1395,1438,"array([6.95606995, 2.0556773 ])"
1396,1203,"array([6.96502078, 2.02654353])"
1397,1444,"array([6.9529948 , 2.03135194])"
1398,1445,"array([6.99857638, 2.067982  ])"
1399,1443,"array([6.95305678, 2.05032434])"
1400,1446,"array([6.9652483 , 2.05597837])"
1401,1447,"array([6.95769809, 2.06137336])"
1402,1386,"array([6.95520728, 2.05957447])"
1403,1448,"array([6.95575738, 2.04191995])"
1404,1449,"array([6.95349074, 2.02358206])"
1405,1450,"array([6.9979192 , 2.06535362])"
1406,1451,"array([6.96186805, 2.05863974])"
1407,1452,"array([6.98657182, 2.05931554])"
1408,1453,"array([6.95751753, 2.06730857])"
1409,1454,"array([6.96723271, 2.02846256])"
1410,1455,"array([6.97552301, 2.04397194])"
1411,1456,"array([6.96115799, 2.05784387])"
1412,1457,"array([6.96720066, 2.04983391])"
1413,1458,"array([6.96331254, 2.04047238])"
1414,1459,"array([6.9954997 , 2.07560111])"
1415,1460,"array([6.98991528, 2.04798466])"
1416,1461,"array([6.8918719 , 2.05637514])"
1417,1462,"array([6.97024138, 2.0496955 ])"
1418,1464,"array([6.9510504 , 2.05954114])"
1419,1465,"array([6.97275293, 2.0391692 ])"
1420,1466,"array([6.96028858, 2.02781111])"
1421,1467,"array([6.92194273, 2.03975369])"
1422,1468,"array([6.9466748 , 2.04581819])"
1423,1470,"array([6.93293621, 2.0566379 ])"
1424,1471,"array([6.94450801, 2.08316212])"
1425,1472,"array([6.97317693, 2.02502938])"
1426,1473,"array([6.94633122, 2.06423028])"
1427,1474,"array([6.98923425, 2.06869515])"
1428,1475,"array([6.95644611, 2.05378903])"
1429,1476,"array([6.93981841, 2.04982508])"
1430,1477,"array([6.94650431, 2.05256206])"
1431,1463,"array([6.96068256, 2.06339804])"
1432,1478,"array([6.95430708, 2.0586697 ])"
1433,1479,"array([6.96038219, 2.05455565])"
1434,1480,"array([6.95115101, 2.05594714])"
1435,1481,"array([6.96519968, 2.03272849])"
1436,1482,"array([6.95842408, 2.06193725])"
1437,1483,"array([6.98324113, 2.06396862])"
1438,1484,"array([6.98752913, 2.06778565])"
1439,1486,"array([6.95860422, 2.05558254])"
1440,1488,"array([6.96520145, 2.04334373])"
1441,1489,"array([6.92018655, 2.02582768])"
1442,1490,"array([6.95137292, 2.06674868])"
1443,1491,"array([6.9574139, 2.0523866])"
1444,1493,"array([6.93139982, 2.06475406])"
1445,1494,"array([6.93258898, 2.04795222])"
1446,1437,"array([6.96213324, 2.05686995])"
1447,1492,"array([6.96955326, 2.05390042])"
1448,1495,"array([6.94716884, 2.03258017])"
1449,1496,"array([6.96708065, 2.04820785])"
1450,1497,"array([7.00080655, 2.07114921])"
1451,1498,"array([6.99805975, 2.07519666])"
1452,1500,"array([6.93812551, 2.05612708])"
1453,1487,"array([6.95273252, 2.06007447])"
1454,1501,"array([6.91292317, 2.02985119])"
1455,1502,"array([6.94796003, 2.07233641])"
1456,1503,"array([6.97062888, 2.02152543])"
1457,1505,"array([6.99140869, 2.05607212])"
1458,1499,"array([6.95181489, 2.06919629])"
1459,1506,"array([6.96936698, 2.06324796])"
1460,1507,"array([6.94913352, 2.05786286])"
1461,1508,"array([6.94568711, 2.06999306])"
1462,1509,"array([6.91837071, 2.06760591])"
1463,1510,"array([6.94450587, 2.05794644])"
1464,1504,"array([6.97197471, 2.05200423])"
1465,1511,"array([6.98060809, 2.06221214])"
1466,1513,"array([6.96671527, 2.03645772])"
1467,1514,"array([6.97567158, 2.02276883])"
1468,1512,"array([6.95706902, 2.06663973])"
1469,1469,"array([6.96507117, 2.06122519])"
1470,1517,"array([6.95638193, 2.0639417 ])"
1471,1518,"array([6.94758546, 2.0465032 ])"
1472,1519,"array([6.95873647, 2.05356182])"
1473,1520,"array([6.95189063, 2.05984966])"
1474,1521,"array([6.95360773, 2.05797347])"
1475,1522,"array([6.96265771, 2.04713742])"
1476,1523,"array([6.99548856, 2.05176099])"
1477,1524,"array([6.95441062, 2.04902635])"
1478,1525,"array([6.95505135, 2.06186142])"
1479,1526,"array([6.9601884 , 2.05745066])"
1480,1516,"array([6.96752772, 2.04393684])"
1481,1527,"array([6.94808175, 2.06069655])"
1482,1528,"array([6.95412919, 2.0690243 ])"
1483,1529,"array([6.95321388, 2.06887715])"
1484,1530,"array([6.95497107, 2.04770156])"
1485,1531,"array([6.93593812, 2.0573989 ])"
1486,1532,"array([6.97739156, 2.05850594])"
1487,1533,"array([6.96173016, 2.06316424])"
1488,1534,"array([6.99420866, 2.07331987])"
1489,1535,"array([6.95912847, 2.0770148 ])"
1490,1536,"array([6.96831444, 2.04751287])"
1491,1537,"array([6.92619214, 2.06109354])"
1492,1538,"array([6.96211111, 2.03381364])"
1493,1539,"array([6.95821774, 2.05779463])"
1494,1540,"array([6.99626343, 2.06899352])"
1495,1541,"array([6.9493167 , 2.05867601])"
1496,1542,"array([6.95053689, 2.04554582])"
1497,1543,"array([6.94917305, 2.06669594])"
1498,1544,"array([6.96122075, 2.06617311])"
1499,1545,"array([6.89464362, 2.05341658])"
1500,1546,"array([6.96261771, 2.06385377])"
1501,1547,"array([6.986239  , 2.06988182])"
1502,1548,"array([6.95829025, 2.07106274])"
1503,1549,"array([6.96746954, 2.03409935])"
1504,1550,"array([6.96229071, 2.05111311])"
1505,1551,"array([6.92208708, 2.05993642])"
1506,1552,"array([6.98344375, 2.06511376])"
1507,1553,"array([6.96842236, 2.04470217])"
1508,1554,"array([6.95042731, 2.05673553])"
1509,1555,"array([6.95091733, 2.06528144])"
1510,1556,"array([6.94526996, 2.05689824])"
1511,1557,"array([6.95648393, 2.06697549])"
1512,1558,"array([6.9948336 , 2.08265083])"
1513,1559,"array([6.88828693, 2.05304029])"
1514,1560,"array([6.98673823, 2.06698535])"
1515,1561,"array([6.99149676, 2.07662592])"
1516,1562,"array([6.95502979, 2.05299942])"
1517,1564,"array([6.97670187, 2.07041004])"
1518,1568,"array([6.96302561, 2.05030099])"
1519,1569,"array([6.97313522, 2.03316828])"
1520,1570,"array([6.96502506, 2.03030757])"
1521,1571,"array([6.93747232, 2.04585195])"
1522,1567,"array([6.9756661 , 2.03876271])"
1523,1572,"array([6.95324704, 2.02957667])"
1524,1573,"array([6.96782784, 2.03204713])"
1525,1575,"array([6.96028655, 2.0517704 ])"
1526,1566,"array([6.95445018, 2.05773072])"
1527,1577,"array([6.97274474, 2.01215769])"
1528,1578,"array([6.97492201, 2.06083302])"
1529,1579,"array([6.96089371, 2.03781617])"
1530,1580,"array([6.96421729, 2.03618395])"
1531,1574,"array([6.95402602, 2.05445299])"
1532,1581,"array([6.98391709, 2.06190419])"
1533,1582,"array([6.93487509, 2.06757642])"
1534,1583,"array([6.95946763, 2.06695328])"
1535,1584,"array([6.94564341, 2.0690083 ])"
1536,1576,"array([6.94460847, 2.06454969])"
1537,1585,"array([6.95203316, 2.06406987])"
1538,1586,"array([6.95286622, 2.05668526])"
1539,1587,"array([6.94014461, 2.06085638])"
1540,1588,"array([6.9670446 , 2.04146301])"
1541,1589,"array([6.97002128, 2.04287061])"
1542,1590,"array([6.9674345 , 2.02145269])"
1543,1593,"array([6.95906548, 2.06125813])"
1544,1594,"array([6.98843615, 2.04726958])"
1545,1596,"array([6.95236358, 2.06321117])"
1546,1597,"array([6.97010345, 2.05163218])"
1547,1598,"array([6.96699125, 2.04277693])"
1548,1599,"array([6.95556942, 2.03284271])"
1549,1600,"array([6.9595024 , 2.04303445])"
1550,1601,"array([6.98869243, 2.06465416])"
1551,1595,"array([6.95807355, 2.04975373])"
1552,1602,"array([6.96784229, 2.02585063])"
1553,1603,"array([6.96067197, 2.04718487])"
1554,1604,"array([6.96429241, 2.04040195])"
1555,1606,"array([6.96101728, 2.04934367])"
1556,1605,"array([6.95932189, 2.0567623 ])"
1557,1608,"array([6.96609931, 2.03915308])"
1558,1609,"array([6.95574845, 2.05137783])"
1559,1610,"array([6.96264859, 2.05761271])"
1560,1611,"array([6.95938112, 2.04991837])"
1561,1613,"array([6.98448776, 2.05752882])"
1562,1607,"array([6.96394982, 2.04296807])"
1563,1614,"array([6.96525145, 2.03999319])"
1564,1615,"array([6.95951654, 2.05263521])"
1565,1616,"array([6.95225476, 2.06761858])"
1566,1617,"array([6.97165604, 2.04330034])"
1567,1515,"array([6.97189957, 2.05477228])"
1568,1591,"array([6.95746138, 2.05531802])"
1569,1618,"array([6.96096499, 2.06053641])"
1570,1619,"array([6.96536164, 2.06511403])"
1571,1620,"array([6.94796295, 2.06946681])"
1572,1621,"array([6.95670899, 2.05151259])"
1573,1622,"array([6.96823165, 2.03320855])"
1574,1623,"array([6.9571316, 2.0484601])"
1575,1624,"array([6.94636613, 2.06162677])"
1576,1592,"array([6.96649203, 2.02566604])"
1577,1625,"array([6.97056705, 2.05061658])"
1578,1626,"array([6.96001361, 2.04465788])"
1579,1627,"array([6.98579635, 2.07108232])"
1580,1628,"array([6.95905057, 2.05190091])"
1581,1629,"array([6.95196624, 2.06850056])"
1582,1631,"array([6.95827718, 2.03065058])"
1583,1632,"array([6.96840659, 2.05881488])"
1584,1633,"array([6.9300504, 2.067182 ])"
1585,1634,"array([6.96026008, 2.06092488])"
1586,1635,"array([6.96540719, 2.04795849])"
1587,1636,"array([6.95200413, 2.05887241])"
1588,1637,"array([6.9602537 , 2.05645532])"
1589,1639,"array([6.94775759, 2.0777364 ])"
1590,1640,"array([6.98734553, 2.0626501 ])"
1591,1641,"array([6.97031691, 2.03479966])"
1592,1642,"array([6.9637253 , 2.04758324])"
1593,1643,"array([6.96191827, 2.01643219])"
1594,1565,"array([6.95030056, 2.07315587])"
1595,1644,"array([6.97338863, 2.05609678])"
1596,1645,"array([6.96249224, 2.07569886])"
1597,1646,"array([6.97118338, 2.03354146])"
1598,1647,"array([6.95151622, 2.05684525])"
1599,1648,"array([6.95530242, 2.07403298])"
1600,1651,"array([6.95418587, 2.0737058 ])"
1601,1653,"array([6.95846279, 2.05704085])"
1602,1654,"array([6.96874195, 2.05469373])"
1603,1655,"array([6.96593065, 2.05422092])"
1604,1659,"array([6.96904786, 2.03458501])"
1605,1660,"array([6.95606231, 2.04084497])"
1606,1661,"array([6.9670995 , 2.05864506])"
1607,1612,"array([6.95172197, 2.07486013])"
1608,1662,"array([6.95312083, 2.05384581])"
1609,1663,"array([6.97900471, 2.02982924])"
1610,1630,"array([6.97223305, 2.04100906])"
1611,1664,"array([6.95733263, 2.05722586])"
1612,1665,"array([6.94883561, 2.04926251])"
1613,1666,"array([6.95351286, 2.04941433])"
1614,1668,"array([6.96472726, 2.04733791])"
1615,1669,"array([6.95865351, 2.03969675])"
1616,1670,"array([6.94794298, 2.07394278])"
1617,1671,"array([6.96866807, 2.03610585])"
1618,1672,"array([6.95794176, 2.06301133])"
1619,1657,"array([6.95499721, 2.06428267])"
1620,1649,"array([6.99176095, 2.04580001])"
1621,1673,"array([6.96238866, 2.03920487])"
1622,1667,"array([6.95654034, 2.05718684])"
1623,1674,"array([6.9432536 , 2.06801732])"
1624,1675,"array([6.9481312 , 2.07018676])"
1625,1676,"array([6.95754496, 2.05085097])"
1626,1677,"array([6.94834928, 2.05893513])"
1627,1678,"array([6.98892873, 2.07431017])"
1628,1679,"array([6.92958213, 2.0751008 ])"
1629,1658,"array([6.95081474, 2.04117495])"
1630,1681,"array([6.9558303 , 2.04724159])"
1631,1682,"array([6.96729524, 2.04512856])"
1632,1683,"array([6.96364906, 2.03912799])"
1633,1684,"array([6.97186545, 2.03112593])"
1634,1685,"array([6.96157554, 2.04648182])"
1635,1686,"array([6.95195086, 2.0542512 ])"
1636,1687,"array([6.95436182, 2.04680001])"
1637,1688,"array([6.95575555, 2.04433365])"
1638,1689,"array([6.95150726, 2.0756284 ])"
1639,1690,"array([6.9477072 , 2.05695343])"
1640,1691,"array([6.98601868, 2.07435084])"
1641,1692,"array([6.96191471, 2.04497071])"
1642,1650,"array([6.9678171 , 2.03773016])"
1643,1693,"array([6.94949166, 2.06494432])"
1644,1694,"array([6.99490622, 2.06273201])"
1645,1696,"array([6.96200298, 2.05214264])"
1646,1697,"array([6.96539842, 2.07021541])"
1647,1698,"array([6.96624321, 2.04070829])"
1648,1699,"array([6.98678129, 2.06882805])"
1649,1700,"array([6.94239914, 2.04546358])"
1650,1701,"array([6.94539657, 2.05800553])"
1651,1702,"array([6.95578044, 2.05660041])"
1652,1703,"array([6.95225671, 2.03012523])"
1653,1704,"array([6.93909866, 2.04439773])"
1654,1706,"array([6.92088572, 2.06243918])"
1655,1707,"array([6.97680413, 2.03578056])"
1656,1708,"array([6.93453355, 2.02856207])"
1657,1709,"array([6.99685263, 2.07331756])"
1658,1710,"array([6.96840359, 2.03898578])"
1659,1705,"array([6.97697757, 2.03351874])"
1660,1712,"array([6.95870444, 2.0506074 ])"
1661,1713,"array([6.95235556, 2.06229421])"
1662,1714,"array([6.94931421, 2.06844491])"
1663,1715,"array([6.93654764, 2.06172308])"
1664,1716,"array([6.98092603, 2.03242154])"
1665,1718,"array([6.97518725, 2.03539251])"
1666,1721,"array([6.97161797, 2.05105351])"
1667,1717,"array([6.97086809, 2.02915079])"
1668,1723,"array([6.98265711, 2.02641884])"
1669,1724,"array([6.97759379, 2.05438418])"
1670,1725,"array([6.94845536, 2.06615079])"
1671,1726,"array([6.96226069, 2.0553889 ])"
1672,1727,"array([6.94461139, 2.06145834])"
1673,1728,"array([6.97611313, 2.0535459 ])"
1674,1729,"array([6.9779169 , 2.02443947])"
1675,1732,"array([6.98649199, 2.07551747])"
1676,1733,"array([6.9479533 , 2.06755392])"
1677,1734,"array([6.99551213, 2.07242743])"
1678,1735,"array([6.96006669, 2.06774522])"
1679,1736,"array([6.94365824, 2.06019803])"
1680,1737,"array([6.96515488, 2.01715927])"
1681,1738,"array([6.96696157, 2.06495351])"
1682,1739,"array([6.91719403, 2.04853943])"
1683,1740,"array([6.96731658, 2.04683479])"
1684,1731,"array([6.94767576, 2.07470166])"
1685,1741,"array([6.97175768, 2.06682746])"
1686,1742,"array([6.94035259, 2.01909776])"
1687,1720,"array([6.96900125, 2.05204901])"
1688,1743,"array([6.93283189, 2.06810707])"
1689,1711,"array([6.97002946, 2.03624774])"
1690,1747,"array([6.93572115, 2.06324841])"
1691,1748,"array([6.94940417, 2.02697387])"
1692,1746,"array([6.95158463, 2.06611056])"
1693,1749,"array([6.91948078, 2.05237673])"
1694,1750,"array([6.93468164, 2.08782151])"
1695,1751,"array([6.9390293 , 2.06297118])"
1696,1752,"array([6.93858003, 2.0645801 ])"
1697,1754,"array([6.94950827, 2.06576955])"
1698,1744,"array([6.95559555, 2.06026861])"
1699,1756,"array([6.95823415, 2.05454907])"
1700,1757,"array([6.95228911, 2.06676831])"
1701,1758,"array([6.95192064, 2.04306843])"
1702,1759,"array([6.96963927, 2.04009326])"
1703,1695,"array([6.97489123, 2.03376297])"
1704,1760,"array([6.97388291, 2.03835202])"
1705,1745,"array([6.94793652, 2.02655627])"
1706,1761,"array([6.94790945, 2.02500509])"
1707,1762,"array([6.95497863, 2.05580339])"
1708,1763,"array([6.9595371 , 2.05097117])"
1709,1755,"array([6.96512295, 2.07223674])"
1710,1765,"array([6.95352346, 2.06556253])"
1711,1766,"array([6.92262713, 2.0669792 ])"
1712,1767,"array([6.93915521, 2.0767992 ])"
1713,1768,"array([6.97149274, 2.03547719])"
1714,1770,"array([6.9499141 , 2.03895501])"
1715,1771,"array([6.95334002, 2.05878192])"
1716,1769,"array([6.95273475, 2.05932154])"
1717,1772,"array([6.9599897 , 2.05846161])"
1718,1773,"array([6.95203448, 2.05596426])"
1719,1775,"array([6.96613804, 2.06191656])"
1720,1776,"array([6.95435321, 2.05228514])"
1721,1777,"array([6.96033761, 2.03016885])"
1722,1778,"array([6.96382282, 2.06122499])"
1723,1730,"array([6.96354664, 2.03489513])"
1724,1722,"array([6.95145916, 2.04718839])"
1725,1780,"array([6.95168633, 2.05153316])"
1726,1764,"array([6.95356394, 2.0734359 ])"
1727,1779,"array([6.94451821, 2.06379836])"
1728,1782,"array([6.96002464, 2.04897568])"
1729,1784,"array([6.96800444, 2.05404228])"
1730,1785,"array([6.9564581 , 2.04631512])"
1731,1786,"array([6.96734825, 2.07471015])"
1732,1787,"array([6.92541724, 2.06048322])"
1733,1789,"array([6.95106048, 2.05079934])"
1734,1788,"array([6.95196912, 2.06475208])"
1735,1790,"array([6.93702691, 2.060777  ])"
1736,1792,"array([6.95438592, 2.06148662])"
1737,1791,"array([6.98393812, 2.04136426])"
1738,1794,"array([6.94076769, 2.07476626])"
1739,1796,"array([6.98667071, 2.06345596])"
1740,1797,"array([6.96415722, 2.05575599])"
1741,1798,"array([6.95828824, 2.03424537])"
1742,1799,"array([6.954293  , 2.05534596])"
1743,1800,"array([6.9576124 , 2.06580886])"
1744,1801,"array([6.96808751, 2.04602355])"
1745,1802,"array([6.94946871, 2.07157216])"
1746,1803,"array([6.94816456, 2.06494411])"
1747,1795,"array([6.9881007 , 2.06881667])"
1748,1804,"array([6.95697442, 2.05877094])"
1749,1680,"array([6.96723297, 2.03973556])"
1750,1805,"array([6.96096575, 2.04189916])"
1751,1806,"array([6.95315569, 2.06716354])"
1752,1807,"array([6.96899425, 2.04675879])"
1753,1808,"array([6.96528685, 2.05745705])"
1754,1809,"array([6.93800174, 2.06020927])"
1755,1753,"array([6.95289348, 2.06138951])"
1756,1811,"array([6.95406879, 2.06710949])"
1757,1812,"array([6.99158786, 2.06576769])"
1758,1813,"array([6.92003918, 2.05110095])"
1759,1814,"array([6.97175819, 2.04985977])"
1760,1816,"array([6.94766114, 2.04139415])"
1761,1817,"array([6.95381291, 2.06431891])"
1762,1818,"array([6.95481009, 2.041609  ])"
1763,1819,"array([6.94573028, 2.07414833])"
1764,1821,"array([6.94661888, 2.02664154])"
1765,1822,"array([6.9537512 , 2.04125063])"
1766,1820,"array([6.95227611, 2.06092615])"
1767,1774,"array([6.94919174, 2.0453071 ])"
1768,1823,"array([6.97095205, 2.06879851])"
1769,1824,"array([6.91945225, 2.05996406])"
1770,1825,"array([6.97027276, 2.04740887])"
1771,1826,"array([6.94470797, 2.03666218])"
1772,1827,"array([6.94962243, 2.02854482])"
1773,1828,"array([6.91469534, 2.06048384])"
1774,1829,"array([6.95423408, 2.07248406])"
1775,1830,"array([6.96929425, 2.04540289])"
1776,1793,"array([6.9685445 , 2.05587057])"
1777,1831,"array([6.94538131, 2.02577933])"
1778,1832,"array([6.95029352, 2.07724578])"
1779,1833,"array([6.93289324, 2.06700407])"
1780,1834,"array([6.97230079, 2.05593597])"
1781,1835,"array([6.94894609, 2.02568017])"
1782,1836,"array([6.99841211, 2.05483796])"
1783,1837,"array([6.96450903, 2.06033642])"
1784,1838,"array([6.96123259, 2.07170243])"
1785,1810,"array([6.95783818, 2.07917135])"
1786,1839,"array([6.94727417, 2.05773603])"
1787,1840,"array([6.94973271, 2.06194908])"
1788,1841,"array([6.97166985, 2.06947947])"
1789,1842,"array([6.95616384, 2.04927755])"
1790,1843,"array([6.96109423, 2.03929756])"
1791,1844,"array([6.95993865, 2.04598849])"
1792,1845,"array([6.95209531, 2.05521574])"
1793,1846,"array([6.94582754, 2.05912621])"
1794,1847,"array([6.96231934, 2.04961378])"
1795,1719,"array([6.95501462, 2.06536117])"
1796,1656,"array([6.94743932, 2.07004622])"
1797,1848,"array([6.97386164, 2.08465166])"
1798,1849,"array([6.95772858, 2.06823489])"
1799,1850,"array([6.95312664, 2.07784303])"
1800,1851,"array([6.92918323, 2.06324475])"
1801,1852,"array([6.96464387, 2.04233105])"
1802,1853,"array([6.95784179, 2.05625128])"
1803,1854,"array([6.95607756, 2.02160842])"
1804,1855,"array([6.96507439, 2.04119921])"
1805,1856,"array([6.95003491, 2.05227516])"
1806,1857,"array([6.97273881, 2.05691185])"
1807,1858,"array([6.91564173, 2.04223695])"
1808,1859,"array([6.94428651, 2.07266585])"
1809,1860,"array([6.95145896, 2.06344535])"
1810,1861,"array([6.93401838, 2.07334829])"
1811,1862,"array([6.95814417, 2.0409819 ])"
1812,1863,"array([6.96508756, 2.02858886])"
1813,1864,"array([6.93126035, 2.05608051])"
1814,1865,"array([6.96132369, 2.04098341])"
