# source, target, rating, time
159,2094,1,1338973034.70583
159,2012,2,1339213536.29304
159,2126,1,1339786099.79268
159,1977,1,1339944852.75099
159,2138,1,1340085367.97468
159,1989,1,1340410656.26835
159,2105,2,1341030948.27218
159,259,3,1345235820.85558
159,2238,1,1346575056.34713
159,2520,2,1348663387.88561
159,1846,1,1348704701.76778
159,2686,2,1349804146.01782
159,1643,1,1349916595.93989
159,2647,2,1350072366.94306
159,2727,3,1350110938.38052
159,967,1,1355797975.6252
159,3285,1,1359327676.30066
159,651,2,1361499661.04917
159,3633,1,1364011313.83986
159,3006,6,1365483943.89453
159,2130,4,1365832053.58558
159,3976,1,1366219836.11283
159,3971,4,1366257261.46929
159,4078,1,1367817338.09812
159,237,2,1370335783.42522
159,3793,1,1371279688.83034
159,1894,2,1372160260.74363
159,4356,2,1372309647.60332
159,4823,3,1381968777.30878
159,4019,1,1385457573.08516
159,1955,-2,1386786696.66415
160,100,1,1300232683.219
160,333,1,1304484816.70528
160,373,1,1304517599.09822
160,316,2,1304602980.71928
160,320,1,1305146275.92387
160,338,1,1305149981.24027
160,10,3,1305327114.71459
160,91,1,1307558012.68647
160,943,1,1307560547.83476
160,1044,2,1307865686.96445
161,10,1,1301973637.93208
161,56,1,1302012515.57348
161,249,1,1303113398.11481
161,230,1,1303377420.19429
161,143,2,1303387704.0627
161,159,2,1303466727.74948
161,279,1,1303984278.46176
161,722,1,1306979633.68991
161,1122,1,1308442999.30145
161,1247,1,1309640043.73034
161,1267,1,1310072231.43514
161,835,1,1312942979.58485
161,871,4,1314776869.87263
161,1429,1,1315818890.04836
161,1463,1,1318011340.93831
161,1698,1,1329650601.19137
161,2247,1,1344716278.50099
161,2429,-2,1345939503.54009
161,2430,-10,1345939852.166
161,2492,1,1347250652.9391
161,1715,-10,1359723687.0267
161,1319,-9,1360630671.80574
161,3617,-9,1374373592.67062
161,58,5,1376604925.18521
163,158,1,1300261803.24489
163,10,2,1300922187.70427
163,186,1,1301618418.8494
163,188,1,1301694942.53723
163,195,1,1301901459.51033
163,122,1,1302117447.02989
163,211,1,1302296393.61884
163,225,1,1302917070.79383
163,19,1,1302932650.78467
163,239,1,1302933285.10365
163,263,1,1303344910.5805
163,159,3,1303361248.8609
163,229,2,1303499486.23316
163,155,1,1304603765.46944
163,136,1,1307298333.07354
164,10,2,1300292102.85217
164,217,1,1302543865.71495
164,583,1,1305910941.63059
164,680,1,1306943051.15369
164,1046,1,1313119552.64423
164,499,1,1313526865.18998
165,169,1,1301167471.06378
165,794,1,1307128924.00795
165,795,1,1307130775.11527
165,773,1,1307132690.10614
165,771,1,1307144209.04615
165,853,2,1307661623.96387
165,588,3,1307724203.60958
165,1022,1,1307745377.34707
165,1024,2,1307754237.29086
165,1072,1,1308009090.30712
165,1079,1,1308010591.99688
165,10,1,1308179136.4709
165,1118,1,1308181395.43194
165,998,1,1308337622.30996
165,1174,2,1308869825.82533
165,504,1,1308952428.14621
165,1246,2,1313087021.38112
165,1331,1,1313088104.07672
165,945,2,1314056514.58477
165,325,1,1314057037.80412
165,1356,2,1314289274.29904
165,93,2,1314400252.00118
165,1295,2,1314720358.2968
165,2243,1,1345778128.49483
165,2432,1,1345995170.49852
165,297,1,1345999894.63064
165,2329,2,1346000676.54713
166,10,1,1300414645.92746
167,10,5,1300708855.39164
167,1199,1,1308866825.42621
167,7,3,1340645318.32196
167,691,3,1340650922.15372
167,1594,3,1340914943.60404
168,159,1,1300844813.10287
169,159,1,1300928240.52163
169,165,1,1300931572.43768
169,54,4,1300933628.40347
169,10,1,1300936616.54053
169,89,1,1300936648.23633
169,19,1,1300937004.55166
170,54,2,1300934003.34278
171,173,1,1301084932.76856
171,54,3,1303257371.27207
171,225,1,1303680595.23137
171,159,1,1303796627.54956
171,376,2,1304553527.89102
171,334,2,1305855819.30913
171,364,5,1306291074.48214
171,438,2,1306633897.18465
171,366,1,1306647787.4119
171,1225,1,1309323550.69456
171,2675,2,1354995779.17842
171,3794,1,1365393491.21147
172,101,1,1301019908.37738
172,206,1,1302136505.95479
172,224,1,1302652619.89266
172,225,2,1302659794.35446
172,246,1,1303064621.364
172,279,1,1303692043.75834
172,282,1,1303864206.98137
172,316,1,1304186094.23204
172,245,1,1304299847.2703
172,343,1,1304380869.41801
172,368,1,1304465476.51686
172,374,1,1305067307.54537
172,159,6,1305242243.74399
172,155,2,1305384893.40456
172,3,1,1305509143.79786
172,297,2,1307922177.18991
172,1639,2,1335399104.13848
172,1813,1,1336260468.12397
172,230,1,1339202960.3613
172,2012,2,1339208062.87841
172,2071,1,1339809576.98729
172,2129,4,1340592640.00524
172,1793,5,1340592734.12651
172,1526,8,1340670991.44945
172,1273,2,1340738910.56496
172,10,5,1340738987.4143
172,2120,1,1340822502.77635
172,2571,1,1356222211.24391
172,945,-5,1358375583.88526
172,2010,1,1364955435.64987
172,1778,1,1365385158.06531
172,1594,5,1368807379.50163
172,3647,-10,1368877059.4573
172,3603,2,1369604661.38017
172,1337,-10,1380815893.92323
172,1980,-10,1380816129.70641
172,3537,-10,1381100546.0248
172,4342,5,1382539579.18804
172,4995,1,1385722754.26616
172,4625,5,1385724212.0978
172,5043,1,1386609402.90524
172,3594,1,1389363345.0898
172,4733,2,1389542153.35346
172,3724,1,1397521272.69659
172,5374,3,1398970185.9121
172,4019,4,1400585485.47811
172,2272,1,1404694526.65864
172,5322,8,1419891584.93223
172,5590,1,1420303296.43192
172,4089,1,1429572532.65142
172,5141,2,1430568889.68817
172,145,1,1443747006.93074
172,2006,2,1449158948.38395
172,967,3,1449259492.83627
173,171,1,1301086321.13469
173,370,1,1306090811.78909
173,603,1,1306630778.24804
173,636,1,1307137561.95747
173,798,1,1307138606.52131
173,251,1,1307154800.40647
173,1899,1,1369413732.00201
173,4089,1,1401296184.01769
173,2569,1,1426212335.04284
174,54,2,1301168075.27677
174,6,5,1301168216.3998
174,108,1,1303080084.25373
175,54,1,1301149695.18141
176,132,1,1301235508.69089
176,78,1,1301235545.31582
176,19,1,1301366024.41918
176,50,5,1302923672.39342
176,77,1,1302923731.87447
176,11,5,1302924030.13264
176,25,2,1303055677.04459
176,10,2,1303692374.89948
176,194,1,1303846551.95547
176,302,1,1304007616.71612
176,0,2,1304194336.64747
176,313,2,1304194686.59664
176,214,1,1304383559.90045
176,3,10,1304559545.49177
176,380,2,1304559598.62538
176,459,2,1305255871.24515
176,511,2,1305602926.61352
176,159,3,1305602936.71915
179,212,4,1303080730.55375
179,54,5,1303080818.11106
179,102,1,1303081272.30198
179,127,1,1303083553.72312
179,404,2,1304786117.81859
179,155,1,1305389116.46362
179,541,1,1305593283.85557
179,2071,9,1354575995.26528
180,3,1,1301354685.48414
180,165,1,1301354726.36129
180,28,1,1301447178.01603
180,1021,1,1307745091.61975
180,1324,1,1314998192.95156
180,1509,1,1322301842.08505
181,3,1,1301369929.12868
181,720,1,1307057534.72669
181,674,1,1307058993.68377
181,229,1,1307290716.24679
181,336,2,1307311785.83416
181,874,1,1309472526.72326
182,54,2,1302055573.88593
182,10,1,1303693074.60969
182,249,1,1304053176.97775
182,427,1,1304834580.94662
182,469,1,1305140556.73235
182,598,1,1305917890.27784
182,38,6,1306886594.89705
182,802,1,1307145229.2712
182,858,1,1307775981.82019
182,542,1,1307953930.87868
182,280,1,1309274837.50535
182,1324,1,1315046495.84754
182,2296,1,1343604910.94134
182,2256,1,1347087623.54401
183,159,2,1302825832.23655
183,70,2,1303154040.49594
183,340,2,1304300369.23913
183,155,5,1305523885.95636
183,721,3,1306892621.50903
184,54,1,1301523090.45585
184,196,1,1301936770.23107
184,18,1,1303114586.23407
184,1076,1,1307980104.07961
185,10,2,1301630013.46087
186,163,1,1301618444.55443
187,54,3,1301684509.79047
187,58,1,1301901227.83931
188,163,1,1301695371.53818
188,3,1,1302237928.02605
189,10,5,1301744132.96548
189,127,1,1302747939.81542
189,12,1,1303357170.26507
189,324,1,1304305174.59351
189,345,1,1304307672.96121
189,390,2,1304711617.98059
189,560,4,1305658063.3164
189,11,1,1307156662.75059
189,882,1,1307382653.43692
190,10,2,1301774795.68179
190,530,1,1305596176.80435
190,311,1,1305597038.55376
190,232,1,1305597668.9428
190,251,1,1305763548.47664
190,582,1,1305768717.42315
190,221,1,1306082636.52261
190,472,1,1306084555.54081
190,874,1,1307529771.17626
190,928,2,1308275912.89676
190,1251,1,1310063026.18869
190,312,1,1310063039.63232
191,159,1,1301821269.51203
191,110,1,1304375796.39077
191,341,1,1305989122.91525
192,159,10,1301827807.72056
193,108,1,1301863380.16357
193,50,1,1307309914.88081
193,695,3,1307314447.68682
193,856,-10,1307394726.99769
193,1257,1,1310623150.12244
193,1509,1,1340555167.84859
193,2571,1,1365981363.44917
193,4071,1,1368788533.3223
194,50,1,1301866651.50438
194,27,1,1301866658.16656
194,18,1,1303751776.57371
194,176,1,1303846262.39354
194,25,1,1304364648.52537
194,4,2,1304449745.19903
194,24,2,1310312736.7537
194,1308,1,1337629288.64673
194,295,1,1337890831.9605
194,1888,-1,1337890926.4034
194,2039,1,1339361332.08558
195,163,2,1301901471.90318
195,159,2,1302496999.18794
195,10,4,1303676697.10681
196,184,1,1301941162.33583
196,56,3,1302025647.35766
196,792,-4,1346959855.97575
196,206,10,1346959921.35174
196,1319,2,1346961893.53928
196,3,8,1347924781.84433
196,293,6,1347925850.20119
197,54,6,1301945156.92203
197,98,1,1302659161.53761
197,230,1,1302933633.32301
197,1846,2,1347078520.84809
197,2248,2,1348524408.5065
197,2680,9,1349493700.12241
197,2470,3,1349919851.0689
197,2588,2,1350747156.74583
197,2804,1,1351208103.85049
197,1222,1,1351208142.74636
197,2736,-10,1351436410.55947
197,2561,2,1353251037.93594
197,2705,1,1354386475.45853
197,2571,2,1354486450.04223
198,54,2,1301999041.33397
198,200,2,1302096657.23576
198,91,1,1302530478.1929
198,82,1,1302534403.24766
199,54,5,1302011702.12912
199,120,1,1302292905.39664
199,416,1,1305312607.67523
199,589,1,1306013269.66861
199,1299,1,1311095868.68432
200,198,2,1302097036.37516
200,204,1,1302103935.61212
200,205,1,1302246492.70812
200,247,1,1303066398.74266
201,23,1,1302027786.63124
201,2234,1,1346448765.45688
201,2071,1,1349811452.5686
202,3,1,1302043935.46555
203,23,2,1302082712.11024
203,320,1,1304216680.81339
203,414,1,1304720767.20232
204,200,1,1302103959.46268
204,54,3,1302108321.25808
205,200,1,1302246462.50509
205,19,2,1302290516.59398
205,54,5,1302292040.5721
205,3,5,1302292044.59373
205,159,5,1302292056.33274
205,23,1,1303845243.45631
205,2010,1,1339284185.25571
205,499,1,1339356632.24166
206,172,1,1302136666.07502
206,123,1,1302722251.86399
206,50,1,1303136046.42943
206,278,1,1303685391.59344
206,292,1,1303822178.84983
206,306,1,1304041764.0283
206,58,1,1304082870.97289
206,310,1,1304090789.49109
206,333,1,1304284006.12515
206,10,5,1304724803.3217
206,445,3,1305418552.7278
206,155,1,1305466645.3509
206,717,1,1306927178.34219
206,724,2,1306934070.45317
206,726,1,1306938523.88499
206,729,1,1306947949.23587
206,760,1,1307035941.93366
206,770,2,1307053020.17809
206,196,8,1307552148.05063
206,1430,2,1316090793.33506
207,54,6,1302203835.70195
207,629,1,1306169219.91228
207,10,7,1306180972.96139
207,641,1,1306259248.76815
207,597,1,1306433920.58369
207,801,1,1307141611.63475
207,328,3,1307475960.06614
207,1234,1,1309391942.29538
207,98,2,1314815138.57299
207,498,1,1318963896.12663
207,727,1,1319571269.80855
207,1169,2,1319571322.94418
208,54,1,1302204187.96469
209,65,1,1302212934.15979
210,54,1,1302289547.82167
210,2010,1,1339874886.90335
211,163,1,1302296410.68733
211,111,1,1302495086.26435
211,98,1,1302885177.36545
211,244,1,1302990371.15432
211,361,1,1304430541.64005
211,52,1,1304432495.70073
211,341,1,1304433403.75093
211,344,1,1304651892.16562
211,403,2,1304731268.21237
211,50,1,1304871184.17359
211,469,1,1305224357.12049
211,460,1,1305246165.12975
211,122,2,1305251925.20349
211,583,1,1305901173.05261
211,19,1,1305958887.49399
211,613,1,1306038342.34722
211,598,1,1306039103.16323
211,251,1,1306043691.28267
211,282,2,1306471798.37805
211,588,1,1307026225.42731
211,582,1,1307031832.59642
211,159,6,1307586469.20368
211,1679,1,1327200200.15603
211,472,2,1332096877.33854
211,2427,1,1345919236.32228
211,967,1,1355081675.94447
211,3045,2,1355087772.76893
211,1643,4,1357795931.96071
211,2743,1,1364063405.92574
211,3638,1,1364064991.72568
211,3738,1,1365354012.51086
211,5505,5,1402102362.08913
212,220,4,1303021207.75337
212,197,5,1303021210.01436
212,60,5,1303021213.96774
212,54,5,1303021221.59123
212,19,5,1303197787.15083
212,235,4,1303406592.00074
212,230,5,1303438992.92732
212,269,4,1303546993.98663
212,231,4,1303633389.9722
212,286,3,1303762987.23233
212,287,5,1303762992.09364
212,223,6,1303809801.62217
212,240,3,1303827793.27587
212,294,3,1303838591.28198
212,302,5,1303971805.93154
212,11,5,1303975398.36775
212,198,5,1304007796.43956
212,251,4,1304108612.92615
212,241,4,1304166224.50353
212,330,5,1304274210.87169
212,337,5,1304285013.83829
212,339,5,1304288595.12749
212,133,4,1304346187.16027
212,352,4,1304353402.4212
212,353,5,1304353418.0465
212,293,6,1304375007.78152
212,311,6,1304389395.40553
212,359,4,1304396617.57314
212,363,3,1304436188.01547
212,303,4,1304439811.00769
212,253,4,1304464994.92781
212,277,4,1304475792.57771
212,73,6,1304526185.55459
212,266,4,1304540582.86115
212,265,3,1304555013.09538
212,384,4,1304573020.56303
212,36,4,1304619814.07538
212,268,4,1304666596.25385
212,409,4,1304702585.78684
212,411,4,1304717007.70558
212,219,5,1304727806.03747
212,419,6,1304745784.17557
212,420,4,1304749392.73824
212,226,5,1304752991.71646
212,421,6,1304753014.30123
212,204,5,1304796197.92306
212,171,5,1304803394.5646
212,179,5,1305112994.04365
212,276,3,1305112994.59406
212,284,4,1305113007.59989
212,174,5,1305113011.32006
212,463,5,1305113019.81319
212,175,5,1305113036.29049
212,334,4,1305113043.71401
212,347,4,1305113054.9449
212,332,4,1305116586.66527
212,465,5,1305116598.17789
212,324,3,1305116612.38669
212,466,4,1305120209.29601
212,468,4,1305134603.27505
212,470,4,1305141790.54802
212,314,4,1305170590.41806
212,289,4,1305188592.15113
212,474,4,1305206595.03123
212,452,5,1305210185.66133
212,475,5,1305213790.29866
212,477,4,1305224594.84118
212,260,5,1305285798.26054
212,236,5,1305285806.80147
212,188,5,1305285812.12665
212,182,5,1305285813.86393
212,224,5,1305285815.73491
212,232,4,1305285819.29134
212,410,6,1305289386.57531
212,381,4,1305289401.04906
212,304,4,1305289414.48338
212,211,5,1305310993.59513
212,495,5,1305318204.6577
212,503,4,1305343394.50935
212,345,3,1305365008.70372
212,229,6,1305386600.30489
212,374,4,1305393814.58148
212,201,5,1305415402.61435
212,544,4,1305606209.95781
212,195,5,1305822198.48199
212,216,5,1305822207.8328
212,234,5,1305840184.40388
212,221,5,1305840206.1191
212,358,5,1305883399.70389
212,205,5,1305901414.02109
212,594,5,1305901424.8239
212,161,4,1305905016.91144
212,282,5,1306016614.23906
213,0,1,1302322871.16228
213,214,1,1302333277.12914
214,213,2,1302335098.12836
214,176,1,1304383365.32546
214,2385,7,1345419047.89812
216,3,1,1302454856.85179
216,54,2,1302818176.74099
216,451,1,1305048475.19184
216,705,1,1306882088.62369
216,900,1,1307448159.44496
216,606,2,1308257178.27485
216,1046,2,1309622976.22351
217,164,1,1302543928.24847
217,481,2,1305421159.32341
217,500,2,1305421771.84518
217,467,1,1305422917.22788
217,515,1,1305424075.27058
217,155,1,1305425726.72027
218,15,4,1307724318.33317
218,1171,1,1309644605.76092
220,54,4,1302618615.20687
220,36,1,1304112971.58778
220,1230,1,1355020780.03424
221,108,1,1302639465.88425
221,54,5,1302648768.56717
221,295,2,1303848296.49303
221,186,2,1304283199.10446
221,412,3,1305135531.53337
221,619,1,1306070821.16542
221,370,1,1306077269.10023
221,605,2,1306079594.00151
221,190,1,1306082656.71544
221,604,1,1306087168.60094
221,3,2,1306093951.53523
221,583,1,1306101420.5358
221,623,1,1306104403.08287
221,52,2,1306180044.60713
221,10,4,1306180594.54573
221,1081,1,1308019426.55358
221,1516,1,1322506711.02979
221,1979,1,1339015903.67134
222,23,1,1302639594.24471
223,0,3,1302659889.30505
223,157,2,1305671511.38391
223,58,7,1306820448.06826
223,320,4,1307332314.4254
223,355,4,1307332406.63635
224,172,1,1302652617.51579
224,253,1,1303168898.16831
224,54,2,1303338935.30631
225,172,2,1302660915.73231
225,226,1,1302660923.43809
225,127,1,1302725616.99514
225,228,1,1302814706.88712
225,159,4,1302904462.42451
225,50,1,1302906349.12986
225,163,1,1302918774.91556
225,171,1,1303680597.71392
226,225,1,1302661144.3117
226,6,1,1302661676.62094
226,10,1,1302845151.17931
226,143,2,1305484455.98255
227,3,1,1302800937.45189
227,159,1,1303205377.55264
228,225,1,1302814788.93336
228,10,2,1303251534.06528
228,50,1,1305654177.4573
228,583,2,1305963562.97165
228,387,1,1308082519.80601
228,613,2,1308341500.81848
228,581,1,1308358942.59652
228,1086,1,1312745939.26999
228,656,2,1315853478.14328
229,54,3,1302920250.19332
229,163,2,1303499671.62036
229,98,2,1304198780.8611
229,398,1,1305311279.49425
229,138,1,1305499240.2138
229,534,1,1305567464.83168
229,181,1,1307291201.28823
229,543,1,1307388925.31295
229,338,1,1307462165.99369
229,444,3,1307494159.00209
229,127,1,1307495712.56309
229,485,1,1307497532.38883
229,720,1,1307500644.69923
229,913,2,1307507923.57988
229,586,1,1307556179.47206
229,499,1,1307561414.73897
229,102,2,1307561998.17923
229,928,1,1307567218.37023
229,723,2,1307568043.88475
229,581,2,1307569068.18168
229,792,4,1307572549.38641
229,950,1,1307574782.61727
229,960,2,1307584783.70413
229,50,1,1307637571.15487
229,715,1,1307719858.08867
229,1130,1,1308346537.44235
229,733,1,1308351105.78288
230,3,1,1302847200.44657
230,251,2,1303115280.50916
230,19,2,1303361107.1509
230,161,1,1303377388.76064
230,76,1,1303561052.70167
230,282,2,1303705502.08638
230,283,1,1303716775.58051
230,1650,2,1339192575.94116
230,1793,4,1339192758.22687
230,1986,4,1339192822.75213
230,172,2,1339203631.06658
230,2129,3,1339873291.91607
230,89,1,1339873314.76148
230,2055,1,1343080919.42437
230,2071,1,1343189537.69692
230,3209,4,1357793236.82991
230,3594,3,1370292011.88024
231,98,1,1302902855.06206
232,54,3,1302882727.21246
232,190,1,1305597926.54393
232,393,1,1305751703.15067
232,138,1,1305928644.97583
232,583,1,1306102683.20908
233,234,1,1302883800.22379
233,93,1,1304009754.87015
233,356,1,1304385668.58767
233,10,4,1304461216.08904
233,19,1,1305005999.02942
233,325,1,1305056446.92055
233,336,1,1305229973.80264
233,393,2,1305301929.00788
233,563,1,1305663145.83509
233,579,1,1305733821.5427
233,469,1,1306452535.33786
233,630,1,1306857618.88653
233,387,1,1306860518.02408
233,735,1,1306964874.01381
233,736,1,1306965580.62039
233,695,1,1306966112.34844
233,766,1,1307043532.98547
233,727,1,1307108477.72268
233,792,-10,1307810436.27176
233,1072,1,1308263875.58893
233,58,4,1308284434.0247
233,1127,10,1308288472.97448
233,3,5,1308319250.91126
233,107,2,1308330799.39761
233,1159,1,1308712016.4176
233,588,1,1308923729.95405
233,1009,2,1309321505.47585
233,1256,1,1309815103.4553
233,1272,1,1310178107.93776
233,1290,2,1310590391.63207
233,1324,1,1312740543.54323
233,1151,3,1314314506.30007
233,141,1,1330297591.13133
233,2083,1,1338858071.29905
233,7,1,1340664448.19069
233,1350,1,1341338787.54467
233,1156,1,1343168862.1246
233,2339,2,1344561202.33283
233,945,1,1346088810.75027
233,504,1,1346090663.49508
233,1785,1,1353085499.15533
233,3647,-10,1364481977.99788
233,3659,-10,1364481990.45617
233,3662,-10,1364481994.89455
233,3663,-10,1364481998.21346
233,3660,-10,1364482025.31904
233,967,1,1385576966.0381
234,233,1,1302887909.58358
235,54,8,1302924331.03873
236,159,3,1302928586.56327
236,688,1,1306727044.49753
236,54,4,1306728544.82987
237,238,1,1302933257.32159
237,19,1,1303361103.80481
237,427,1,1304915313.3939
237,438,1,1304915564.64098
237,376,2,1304916100.45971
237,444,1,1304994078.56079
237,1046,1,1310867239.11885
237,1003,2,1311023500.55472
237,1390,1,1314145790.57133
237,1411,2,1315013500.52184
237,325,1,1316221533.42269
237,945,1,1316368198.89681
237,23,1,1316370978.45095
237,1169,4,1316544666.67196
237,10,4,1316545733.76371
237,1426,1,1316552554.18375
237,1442,1,1316557460.62715
237,1443,1,1316560163.89949
237,0,1,1316572171.81938
237,1401,1,1316573614.01753
237,1444,1,1316635806.23501
237,1418,1,1317102035.07832
237,3812,1,1369425863.05169
237,4127,2,1370334090.10114
237,159,2,1370337172.52515
237,1461,2,1370403608.85948
237,3715,8,1370728376.9517
237,4281,1,1370778906.4405
237,3479,1,1387446721.71311
237,5078,2,1387448421.54372
237,4378,1,1388088642.22839
237,4427,1,1388137298.43337
237,4509,1,1388329054.02116
237,4740,1,1388330549.56926
237,2915,1,1388345380.87598
237,5155,1,1388355346.21902
237,4928,1,1388356539.9641
237,4169,1,1388386321.79186
237,4738,1,1388401139.4366
237,3603,4,1390029827.34631
237,2571,1,1390110438.68572
237,401,1,1390112495.24674
237,5199,1,1390175889.7634
237,504,1,1390185110.18564
237,117,3,1390200567.81321
237,3580,3,1390233438.69312
237,1594,1,1390233552.45661
237,5207,1,1390327970.9352
237,5208,1,1390329093.03834
237,5209,1,1390374680.9845
237,4515,1,1390402566.06768
237,4403,5,1390489200.85687
237,5156,5,1391014302.02396
237,2956,4,1392099459.85913
237,4238,1,1393072125.19128
237,5335,2,1393276328.95629
237,4013,1,1394200590.51796
237,1799,-3,1394202389.91588
237,4393,5,1394234096.89357
239,163,1,1302933663.71517
239,5,2,1303175839.85251
239,261,1,1303280196.19433
239,262,1,1303282173.97886
239,102,1,1303342876.66572
240,241,10,1302958659.96369
240,361,1,1304432036.98012
240,464,1,1305164831.5205
240,453,1,1305477483.06322
240,336,1,1305565854.51405
240,155,1,1307092052.61121
240,127,2,1307204200.47526
240,418,2,1307204846.72991
240,251,5,1307209286.58911
240,354,2,1307212922.75069
240,559,2,1307214256.61868
240,10,10,1311397220.10367
240,1510,2,1325488179.83588
241,240,10,1303064666.45267
241,11,1,1303278095.6189
241,275,1,1303665639.11747
241,212,4,1306554907.79356
241,695,1,1307244643.29992
241,806,1,1307415041.63949
241,754,3,1307495588.51466
241,858,1,1307847106.37108
241,1044,1,1307847199.10115
241,2583,4,1384504792.08912
242,58,1,1303703578.12238
242,98,1,1303940229.89779
242,304,3,1304014701.3265
242,10,2,1304017232.39689
242,54,1,1304204145.85062
242,155,1,1304604834.67686
243,159,1,1302978081.78907
243,56,1,1304467454.67468
244,211,1,1302991007.04608
245,159,1,1302995611.55773
245,263,1,1304033113.23524
245,343,1,1304299009.19154
245,172,1,1304299848.14069
245,155,1,1304477449.75454
245,50,1,1305002470.61098
245,138,1,1305432967.15753
246,172,1,1303064582.67538
247,200,1,1303066422.7527
248,159,1,1303076403.988
249,161,1,1303113301.68098
249,58,3,1303876659.70946
249,252,5,1304103543.97705
249,10,2,1304317054.4144
250,10,1,1303099322.50252
251,230,2,1303115648.8389
251,401,3,1305415109.76675
251,91,3,1305749839.39587
251,190,3,1305767355.75648
251,444,5,1305839621.35942
251,617,3,1306042758.30431
251,211,3,1306043874.74804
251,618,3,1306051002.51379
251,542,3,1306091973.36382
251,295,3,1306095239.82529
251,472,3,1307098400.82317
251,583,3,1307145805.01796
251,173,3,1307154875.11659
251,812,3,1307160803.32705
251,813,3,1307163075.31397
251,723,3,1307179010.08623
251,818,3,1307191514.76909
251,240,5,1307209309.23832
251,674,3,1307258736.94442
251,853,5,1307291477.67441
251,870,3,1307342344.42957
251,935,5,1307546135.17827
251,1043,3,1307803849.20234
251,792,5,1308661563.85617
252,10,5,1303786886.4105
253,224,1,1303168905.59715
253,4,2,1304589412.82237
254,255,1,1303192071.75571
254,27,3,1304050418.44609
254,351,3,1304352110.87991
254,380,1,1304546681.64546
254,482,1,1305245823.14189
254,566,5,1305669171.02218
254,569,1,1305681290.50561
254,637,1,1306205218.10072
255,254,1,1303192108.97372
255,54,3,1303253327.18892
256,25,1,1303252805.75341
256,50,1,1303257295.45308
256,159,4,1304480950.95639
256,371,1,1304485819.89334
258,93,1,1303256975.46436
259,19,1,1303258968.10963
259,107,1,1303531167.4133
259,58,1,1303696053.42083
259,3,1,1303959108.70226
259,297,1,1303971592.98306
259,277,1,1304580252.50226
259,428,1,1304835734.7424
259,568,1,1305675064.64863
259,510,4,1305689776.60718
259,427,2,1305746758.46634
259,5,3,1305760773.90261
259,50,4,1306177474.36403
259,629,1,1306342236.74998
259,652,1,1306376011.18747
259,799,1,1307161897.37683
259,858,1,1307904985.73683
259,878,1,1309118651.37731
259,401,1,1314746654.15798
259,1273,3,1318720389.20824
259,1337,1,1326942617.87659
259,1402,3,1328156807.66204
259,1697,1,1328996060.5763
259,1638,1,1329024968.76478
259,1738,2,1329101616.75851
259,1715,2,1329225679.25031
259,1653,3,1329735020.39734
259,312,2,1330121857.47659
259,1734,1,1331358013.79158
259,159,1,1333927317.35819
259,93,1,1334425802.66406
259,1635,1,1336529250.01509
259,1994,1,1336536186.34522
259,2027,1,1337739619.79819
259,398,4,1337739645.71082
259,1643,1,1339093925.36804
259,2071,2,1340069500.24748
259,2120,1,1340168140.74655
259,1350,1,1340334279.93198
259,16,10,1340730999.18332
259,2207,2,1341533889.30768
259,2076,1,1341881239.29866
259,2201,1,1341982692.8166
259,2206,2,1342037608.80493
259,775,1,1342057215.46901
259,1626,4,1342129467.53928
259,2002,1,1342199983.60657
259,2236,1,1342279223.73617
259,1785,2,1342300157.50019
259,2214,1,1342418885.80117
259,2125,3,1342484802.75238
259,884,1,1342499433.13593
259,2266,1,1342740309.13513
259,1695,3,1342752797.17131
259,2193,1,1342829727.5666
259,2195,1,1342903928.76723
259,2299,2,1343627840.23761
259,589,2,1343855204.82025
259,1535,1,1343970834.34214
259,680,2,1343974492.29568
259,334,3,1344218732.14373
259,1003,2,1344470019.08237
259,1796,1,1344483813.56129
259,1799,3,1344625060.04767
259,2315,1,1344629885.15896
259,651,1,1344646089.84268
259,445,1,1344650088.63813
259,10,2,1344650240.48101
259,2343,1,1344651487.17298
259,1809,3,1344736361.02035
259,2173,1,1344882837.71807
259,1745,2,1344910340.67242
259,1607,1,1344912751.39998
259,1616,4,1345264029.86822
259,2060,1,1345909871.9387
259,2243,3,1346264583.50593
259,1976,1,1346286523.15497
259,1537,4,1346448855.59112
259,1726,4,1346700753.05696
259,945,10,1346724018.68714
259,499,1,1347043663.99615
259,2364,1,1347043680.06122
259,2225,10,1347594764.41517
259,1846,10,1347594769.96664
259,2563,1,1348108026.4791
259,2238,3,1348881984.6659
259,143,1,1348882497.01811
259,434,1,1348882531.56454
259,2733,1,1350268934.90119
259,2511,-10,1350760436.69196
259,2154,1,1350959938.4073
259,2799,1,1351163604.3731
259,1763,5,1351295980.42461
259,2783,1,1351434024.87643
259,2876,3,1352350129.16659
259,2412,1,1353686172.24821
259,1899,8,1353705515.06234
259,1852,5,1354503291.14237
259,2256,5,1361411537.7614
259,2571,3,1362867999.01334
259,4072,3,1368745958.44384
259,4395,1,1373159710.71195
259,1990,6,1380750953.38563
259,4089,2,1386101035.71236
259,1272,1,1386892631.56561
260,10,1,1303263494.46938
260,14,2,1303579036.67632
260,54,3,1304044790.38454
260,252,2,1304597280.17086
260,506,2,1305380802.0885
261,239,1,1303280237.42379
262,239,1,1303282190.53093
263,163,1,1303348286.09602
264,27,4,1303790029.14756
264,11,3,1303790039.02017
264,3,3,1303790378.72756
264,343,1,1304522529.0758
264,583,1,1306813420.23818
